Index,Label,Sentence
134,0,"세진 씨 상상에 맡기겠습니다."
135,0,그는 저를 얼결에 안아버렸습니다.
136,0,수비 모두 열세인 마당에 정공법은 어렵다.
137,0,여자 콤플렉스에 빠져 있다.
138,0,잠결에 보고는
139,0,지 주제에 별수 있간."
140,0,"훈련에 방해받을까 봐요.
141,0,흰 살갗에 구멍새들이 큼직큼직했다.
142,0,남편의 목소리에 잔뜩 화가 나 있다.
143,0,나는 초저녁부터 잠에 빠져 버렸다.
144,0,당뇨병은 그 증상에도 여러 가지가 있다.
145,0,그 편안함은 어둠에 지나지 않는다.
146,0,품이는 이리저리 궁리에 빠졌습니다.
147,0,발음은 '훼'에 가깝다.
148,0,한마디로 미혹에 빠진 거지.
149,0,지금은 힘에 겹고 인기도 하락.
150,0,그래서 공항 풍속에도 한참 어둡다.
151,0,이 근방이라고 단정하기엔 뭣합니다.
152,0,그는 12월말부터 전국 순회공연에 들어간다.
153,0,드디어 여행길에 올랐다.
154,0,첫발은 얼결에 쏘았대.
155,0,부안중학교도 아침부터 활기에 넘쳐 있었다.
156,0,가끔 지수는 그런 생각에 잠긴다.
157,0,불황국면에 빠져들었다.
158,0,그러나 아직 만족하기에는 일렀다.
159,0,예술은 감각세계보다 일자에 더 가깝다.
160,0,아직 해는 중천에 걸려 있다.
161,0,정금은 골똘히 생각에 잠기는 눈치였다.
162,0,남자는 또 눈앞의 현실에 약하다.
163,0,서연이야말로 잠결에 홀린 듯했다.
164,0,건석은 얼떨결에 봉지를 열었다.
165,0,노이로제 또는 과대망상 또는 정신병에 걸린다.
166,0,"마음에 안 든 모양이구나."
167,0,나는 주어진 생활에 너무 익숙하다.
168,0,병신인 주제에 돈을 훔쳐?"
169,0,"담배도 못 피우는 주제에 개새끼.
170,0,·자기 꾀에 빠진 말
171,0,자탄속에 한 해가 저문다.
172,0,자기 기만에 빠져 있다.
173,0,오랜 시어머니 병치레에도 불평 한번 없었다.
174,0,엉뚱한 소용돌이에 휘말리는 기분이었다.
175,0,그때마다 상담교사의 연민에 젖은 목소리.
176,0,밤이면 악몽에 시달렸다.
177,0,술과 관능에 절은 밤공기.
178,0,오히려 수학적 직관에 가까운 거지.
179,0,더구나 한국의 기업은 세무사찰에 약하다.
180,0,가족은 주부의 음식솜씨에 길들여진다.
181,0,시민들은 오로지 현실에 급할 뿐이다.
182,0,달러에 달한다.
183,0,그러나 이는 그녀의 겸손에 지나지 않는다.
184,0,참으로 마음에 꼬옥 드는 말이다.
185,0,그 날밤 우리는 우연히 근무편성조에 들었다.
186,0,다행히 나는 상위권에 속했다.
187,0,데뷔하자마자 정상에 올랐다.
188,0,바이러스에 걸린 난은 구제불능이다.
189,0,나와 꼭같은 마음이었기에.
190,0,그런 태도가 맘에 들었다네.
191,0,더구나 셋방(貰房)으로 돌아다니는 터에!
192,0,언어의 불감증에 걸린 것이다.
193,0,내가 보는 세계 또한 허깨비에 불과하다.
194,0,자 콤플렉스에 빠져 있다.
195,1,그러나 적막에 서린 저 고뇌.
196,1,황산 질산 수산화칼륨에 녹는다.
197,1,말에 짓밟힌 부상 때문이 아니었다.
198,1,입김에도 모빌은 제법 움직였다.
199,1,나도 뭐에 씌었지.
200,1,"아니 랍스터에 찔렸어."
201,1,그는 망연자실 도깨비에 홀린 듯.
202,1,등은 금세 땀에 젖는다.
203,1,플루오르화수소에 의하여 분해된다.
204,1,그의 뒷모습은 금방 어둠에 묻혔다.
205,1,"서쪽 바다가 비에 젖고 있대."
206,1,불빛에 살펴보니 태봉이었다.
207,1,제선왕도 맹자의 말에 말려들었습니다.
208,1,▼베일에 쌓인 바이롬사▼
209,1,온몸이 금세 비에 젖었다.
210,1,"채석장서 일허다 돌에 짓쪄습니다."
211,1,덫에 앞발을 찌긴 것이었다.
212,1,번데기들이 핏물에 잠기고 있었다.
213,1,"그럼 불에 태워버릴까?"
214,1,주위는 완전히 어둠에 묻혔다.
215,1,현대사회는 공해와 스트레스에 휩싸여 있다.
216,1,비누방울에 반사되어 무지개를 만들던 햇살.
217,1,이들은 모두 투표에 의해 선출된다.
218,1,그의 품에 안긴 채로.
219,1,밑실이 반달에 감겼을 때 2.
220,1,바람에 찢겨
221,1,나는 초대장의 명령에 휘둘리고 있었다.
222,1,아저씨 눈물이 달빛에 방울방울 보였습니다.
223,1,"미국의 대통령 케네디가 총에 맞았습니다.
224,1,그러면 바퀴에 콱 치이고 말지.
225,1,먹구름에 싸인 물욕의 폐허.
226,1,손에 붙잡히기도 한다.
227,1,이 장면이 카메라에 잡혔다.
228,1,"개가 덫에 찡겼다."
229,1,감자 감자도 신문지에 싸서 보관.
230,1,"밤새 당신 꿈에 시달렸어요.
231,1,내 총에 맞은 거야.」
232,1,새롬이는 산딸기를 풀줄기에 꿰었습니다.
233,1,그건 벌써 땀에 젖어 있었다.
234,1,그것들을 보자기에 쌌다.
235,1,양초에 불을 붙인다.
236,1,"칼에 베었어?"
237,1,그녀는 그런 맛에 산다.
238,1,바람결에 꽃향내가 날아왔다.
239,1,낙엽이 불길에 사그러드는 냄새 때문일까?
240,1,대신 러이도 징을 손에 잡았다.
241,1,헛발질 때문에 지워지는 출발선.
242,1,그리고 금속버클 부분을 오른손에 힘껏 쥐었습니다.
243,1,비닐 봉투나 지퍼백 등에 넣어 냉동한다.
244,1,온동네는 아득한 매향에 휩싸인다.
245,1,"우리의 몸은 소금에 녹슨다."
246,1,그들은 그 향기에 취해 있었다.
247,1,비난에 시달려야 했다.
248,1,웃음을 두려워하는 자의 손에 말이다.
249,1,총에 맞은 것이지요.
250,1,곰이는 아저씨의 손을 양손에 잡았습니다.
251,1,'산채'; 들기름에 무친 14가지 나물반찬
252,1,두환은 총에 맞았다.
253,1,"그것 무엇에 쓰게?"
254,1,그래서 그는 절대 말에 넘어가지 않는다.
255,1,"그 새끼 엄살에 넘어가지 말어.
256,1,"화학농법에 다 죽는다.
257,1,총에 맞았습니다.)"
258,2,"전 이 대학에 가고 싶습니다."
259,2,"등허리에 붙었어요."
260,2,그보다 오늘 저녁 모임에 조금 늦겠어요.
261,2,언덕 꼭대기 외딴 구멍가게에 닿았습니다.
262,2,류씨는 허탈감에 빠졌다.
263,2,9층에 다다른 것이었다.
264,2,반대로 LG는 벼랑에 몰렸다.
265,2,흰색 초 여러 개를 욕조 테두리에 올려놓았다.
266,2,끝섬에 가서 자살하겠다는 미애의 고백.
267,2,"저기 납골당에 모신답니다."
268,2,반야원에 갔어.
269,2,나는 교사휴양원엘 가려고 합니다.
270,2,그러면 또다시 책장에 꽂혀버린다.
271,2,우리는 지금 CI의 시대에 와 있다.
272,2,오늘은 원장 2구에 갔다.
273,2,이 놀이터에 참 오고 싶었어."
274,2,"저네 집에 아주 갔어요."
275,2,그러나 선생님은 첨벙 물에 엎어졌습니다.
276,2,이윽고 버스는 바닷가에 닿았다.
277,2,춘기의 말은 이치에 닿았다.
278,2,조금 전 문방구엘 다녀왔습니다.
279,2,그래서 자리에 누웠다.
280,2,그래서 사범대에 들어왔다.
281,2,떡국이나 칼국수 찌개에 살짝 고명으로 올려놓는다.
282,2,이윽고 약수터에 다다랐습니다.
283,2,"어? 너네 집에 갔구나!"
284,2,누군가 학교에 신문을 가져왔다.
285,2,인생에 여유를 가져다 주죠.
286,2,"야 우리 산꼭대기에 안 갈래?"
287,2,전 본교에나 다녀올까 합니다.
288,2,일본에 가봐 이년들아!
289,2,해외 풍토병이 국내에 스며든다고 한다.
290,2,얼른 버스에 오르고 만다.
291,2,-술집에도 자주 가시는지요.
292,2,그 강물 속에 당신과 내가 떠갑니다.
293,2,어디엘 가 있을까.
294,2,얼마 전 고향엘 다녀왔다네.
295,2,물품은 중국음식에 필수적으로 들어가는 숙주나물.
296,2,"반야원에 가실라구요?"
297,2,다시는 밖에 나가지 않겠습니다."하고
298,2,아마 목적지에 다다른 모양이었다.
299,2,그래서 경화는 단도직입으로 본론에 들어갔다.
300,2,공원에 가요.
301,2,아이도 남편도 눈에 들어오지 않았어요.
302,2,주머니에 주민등록증이 있었거든요.
303,2,저녁 차로 대구에 갔다.
304,2,마을 어귀에 이르러 있었다.
305,2,재수하여 본교에 옴.
306,2,아이는 혜미 집에 가지 않았다.
307,2,나는 한 아이의 집에 가서
308,2,"언니 나무에 올라가자."
309,2,서부극을 상영하는 극장엘 가자.
310,2,그는 유리창에 바짝 다가섰다.
311,2,가르시아는 그 열차에 올랐다.
312,2,[손님 방에 가봐라.]
313,2,마침내 땅에 떨어진다.
314,2,한상철 번역)로 무대에 올렸다.
315,2,아내가 책장에 꽂아버린 것이다.
316,2,차돌이도 엄마 저고리에 얼굴을 기대었습니다.
317,2,고향 들녘 黃小芝 식탁에 봄나물을 올린다.
318,2,마침내 그가 나를 풀밭 위에 내팽개쳤다.
319,2,「사랑방엘랑 나가지 마라……」
320,2,속셈학원에 보내세요."
321,2,난 따뜻한 방에 들어가면…"
322,2,-그럼 그애 집에 한번 가볼까?
323,2,괜히 이곳에 왔구나 싶다.
324,2,수창이는 말없이 신문을 탁자 위에 던졌다.
325,2,그러다가 대학에 들어오면 훨씬 자유로워진다.
326,2,이윽고 차는 호텔 앞에 닿았다.
327,2,마침내 그는 상자에 푹 거꾸러졌다.
328,2,시골에 가자.
329,2,나는 술잔을 탁자에 올려놓았다.
330,2,"내일 그만 경성에나 갈까? "
331,2,아래층의 시멘트 바닥에 창길을 내동댕이쳤다.
332,2,일행이 마침내 절벽 끝에 이르렀다.
333,2,그 자세로 '작가 탐방'에 들어가자.
334,2,저는 그의 어깨에 이마를 댔습니다.
335,2,중년 사내가 호주머니에 손을 찔렀다.
336,2,아기는 연탄을 언덕길에 내려놓았습니다.
337,2,그럼 서대문엔 가나?
338,2,"투표장에 들어갑니다."
339,2,누구 두 사람은 다른 크로스에 가보고.
340,2,그래서 나는 너를 제자리에 뉘었단다.
341,2,"어제 이 도시에 왔어요.
342,2,집에 돌아오면 언필칭이 원고 타령이다.
343,2,모스크바에서 기차로 레닌그라드에 내렸다.
344,2,"영국에 갔다고?"
345,2,'난 어느 공장에 팔려 가나?'
346,2,다리를 방바닥에 쿵쿵 드놓았다.
347,2,나도 올해는 대학에 꼭 들어가고 싶어.
348,2,너트를 황산마그네슘 용액 병에 하나씩 넣는다.
349,2,그러면 벌이 몇 마리 손에 올라앉는다.
350,2,"춘기가 총학생회에 부치지.
351,2,짝귀가 단상에 올라 연설했다.
352,2,인간 세상에 다시 나가라.
353,2,호상이는 공장에 들어가겠다고 말했다.
354,2,내일은 병원에를 가야지!
355,2,덕호는 담배 꼬투리를 재털이에 팽개치며
356,2,도인도 병원엘 가나요?」
357,2,그 섬엘 들어가 볼 생각이지.
358,2,어느 중년부인이 안경점에 들렀다.
359,2,자주 아버지 무덤에 와봐야지.
360,2,그러면 선비가 방적공장에 다니는가?
361,2,방바닥에 주저앉았습니다.
362,2,300환을 바지 호주머니에 넣었습니다.
363,2,6시간쯤 걸려 뚜르크에 도착했다.
364,2,그리고 그 위에 손을 대어보았다.
365,2,새벽차로 대구에 갔다.
366,2,"그럼 우리 집에 가자."
367,2,위협 사격과 함께 방송국에 뛰어들었다.
368,2,나는 민석이와 나란히 교실에 들어섰다.
369,2,우선 이곳 분교장 육성회장네 집에 들었어.
370,2,이층에 빨리 올라가봐라.
371,2,세진은 얼른 이어폰을 귀에 꽂았다.
372,2,몰래 산부인과엘 찾아갔다.
373,2,저 방에 좀 들어가 보시라니까요?
374,2,군대에 갔어요.
375,2,"고향엘 좀 가다가……"하고
376,2,(할머니의 어깨에 기댄다.)
377,2,둘은 사창가에도 함께 갔다.
378,2,"대천엘 가자구."
379,2,드디어 임금은 큰 집에 도착했습니다.
380,2,그리고 다시 침대에 누웠다.
381,2,그러나 러이의 머리는 바로 땅바닥에 박혔다.
382,2,이윤상군 가족 품에 돌아와!
383,2,학교에 가려고."
384,2,당신은 이제 막 프놈펜에 들어섰다.
385,2,아이는 아낙의 가슴에 얼굴을 묻었다.
386,2,"광주에 내려가는 거지요?"
387,2,벌도 그곳에 돌아온다.
388,2,이틀 후 나는 경부선 기차에 올랐다.
389,2,"집에 언제 갈 거여?"
390,2,그러면 또 병원에 가야 해."
391,2,그가 성경과 담뱃갑을 방바닥에 동댕이쳤다.
392,2,가르시아는 힘없이 소파에 주저앉았다.
393,2,섹스 스캔들의 도마위에 올랐다.
394,2,아이는 학교에 들어갔을까?
395,2,"할머니랑 절에 가."
396,2,모처럼 집에 들어왔는데.]
397,2,그래서 고향에 가자.'
398,2,나비는 정신없이 꽃 위에 내려앉았습니다.
399,2,차가 브라운 씨의 관사 앞에 닿았다.
400,2,"그곳에 나가 있으마."
401,2,"저 자식 또 비명에 가겠군."
402,2,또 염라대왕 앞에 올 수밖에.
403,2,어서 배에 오르십시오.
404,2,나는 집에 와서 생각했다.
405,2,해는 벌써 선창머리에 올라와 있었다.
406,2,"나하고 학교에 가."
407,2,학교에 갔다.
408,2,그리고 길바닥에 칼을 버렸다.
409,2,댐에 도착하자 몹시 숨이 찼다.
410,2,"아마 고아원에 들어갔겠지."
411,2,찻집에 들어서자마자부터였다.
412,2,학교에 다니지?」
413,2,"아버지 괜히 장에 가셨지?"
414,2,갈림길에 왔다.
415,2,천영감이 단상에 올라가 말했다.
416,2,나는 진외가에 심부름을 자주 갔었다.
417,2,그래서 땅에 묻는 것이다.
418,2,오후 6시30분쯤 기자실에 들렀다.
419,2,구청이나 시청에 들어가 보라.
420,2,똘배는 어저께의 시궁창에 돌아와 있었습니다.
421,2,언제 한 번 학교에 갈께요.
422,2,그의 품속에 얼굴을 묻은 채 그녀는
423,2,넷은 후다닥 차 안에 올라탔다.
424,2,"예 엄마와 목욕탕에 갔었어요.
425,2,"저는 이 찻간에 탔습니다."
426,2,"왜 또 한국은 이라크에 가나?"
427,2,'그는 용산역에 내렸다.
428,2,나는 잠시 바닥에 눕는다.
429,2,"나 그냥 집에 가는데요?"
430,2,오늘 유경이가 또 학교에 따라왔다.
431,2,마포구 망원동 한강 시민공원에 이르는 주택가 골목길.
432,2,저도 지금 학교에 가는 길입니다.」
433,2,작년 운동회 때 학교에 구경 오셨어."
434,2,벼룩시장에 한번 들러보자구!
435,2,"공안국에 갔었어."
436,2,이웃에 놀러 가시는 모양이었다.
437,2,"행정실엔 들렀나요?"
438,2,경축 대회에 늦겠다.
439,2,아빠가 외국에 자주 다니셨거든요.
440,2,형사는 방 문턱에 털썩 걸터앉았다.
441,2,아내 곁에 누웠다.
442,2,아버지 또 술집에 갔어!
443,2,국민학교에 다니는 소녀이다.
444,2,할머니 (밭둑에 털썩 앉으며) 후유!
445,2,우리 엄마는 학교에 잘 안오신다.
446,2,그 후 우린 그 집엘 자주 들른다.
447,2,먼저 무대에 오른 후보는 김정연.
448,2,어쨌든 나는 그날 투표장에 나갔다.
449,2,유열 신효범 조규찬이 함께 발렌타인데이 콘서트 무대에 선다.
450,2,군청에 다다랐다.
451,2,나는 옥수수 밭두렁에 그만 누워 버렸다.
452,2,학교에 들어가니 벌써 수업이 시작되었다.
453,2,화실엘 갈 참이었다.
454,2,뚱쇠는 무시무시 입에 넣었다.
455,2,예술에 창작의 자유를 가져다 주었으니까요.
456,2,모처럼 처가에 다녀오는 길이었다.
457,2,우리 아버지께서는 탄광에 다니십니다.
458,2,"우리 아버지는 회사에 다니세요."
459,2,당장 산에 가자."
460,2,영순이는 우리집에 자주 드나들었다.
461,2,"언론에 흘린다?" "예.
462,2,초밭 할머니는 자리에 몸져누웠습니다.
463,2,나는 꼭 집에 가야 합니다.
464,2,고갯길에 다다랐다.
465,2,집에 다녀오는 길이었다.
466,2,어서 외양간에 가자."
467,2,여행의 마지막 장소인 파리에 들어갔다.
468,2,롱아일랜드 비치하우스에 가는 길이지?"
469,2,어머니가 마루에 주저앉아 탄식했다.
470,2,그 순간 시어머니가 사립문에 딱 들어섰다.
471,2,거기에라도 가시지.
472,2,"오늘 시골집에 가야 하는데."
473,2,"서울에는 왜 오셨소?"
474,2,동아시아의 시베리아에서 일본에 걸쳐 번식한다.
475,2,학생은 학교에 갔다.
476,2,나는 룡성 43호 초대소에 돌아왔다.
477,2,어쨌든 집에 가자.
478,2,새삼스러이 고향에는 왜 내려오려는 거야.
479,2,우리들은 정류장에 나갔다.
480,2,남수는 35노트 쾌속정에 몸을 실었다.
481,2,어느 사무실에 갖다줬어?
482,2,그리고 무릎 위에 우산을 놓는다.
483,2,"아버지 제가 장터 마을에 다녀올게요.
484,2,그냥 책에 눈을 박고 있었다.
485,2,김은 자리에 앉으며 현더러
486,2,"무엇보다 디지털 영화에 욕심이 났습니다.
487,2,그런데 이처럼 자네는 여기에 와 있구먼.
488,2,산소에 오셨습니꺼?"
489,2,"우물에 나가 봐!"
490,2,그래서 현장에 나가야 했다.
491,2,벌써 등에 척척한 땀이 배어났다.
492,2,"복덕방에 좀 가보지."
493,2,"가끔 이곳에 오곤 하지요.
494,2,"전 할머니 집에 가겠습니다.
495,2,학교에 갔습니다.
496,2,우리 친정에 가면 얼마나 사근사근한데.
497,2,자연에들 너무 돌아와 걱정이야."
498,2,집에 거의 다 와간다.
499,2,엄마는 저고리에 얼굴을 묻었습니다.
500,2,"종가에 간다.
501,2,"왜 국문과엘 갔죠?"
502,2,경북고등학교에 무시험 진학을 하였다.
503,2,엄마와 같이 밭에 갔다.
504,2,그래서 인천에 간 거였어.
505,2,오후 본교에 갔다.
506,2,동쪽 회랑에 들어서자 사방은 이미 어둑하다.
507,2,8시 차로 대구에 갔다.
508,2,"학교에 다녀왔습니다."
509,2,[남산에 가자니까….]
510,2,매일 아침 산에 같이 가니까.
511,2,그는 다시 침대에 누웠다.
512,2,난 다시 주인의 손에 되돌아왔다.
513,2,밭두덩에 올라서자 돌각담이다.
514,2,"여보 병원에 가 봅시다."
515,2,"나 사실 여기에 올 처지가 아니야.
516,2,교장실에 가 봤다.
517,2,희은은 한치를 방바닥에 패대기를 쳤다.
518,2,규혁은 소파에 그대로 주저앉았다.
519,2,-공장에 다니려고 했었어요.
520,2,또 초소에 갔었소?」
521,2,"샘골 단경이네 집에 가셨다.
522,2,"그리고 우리 집에 애 좀 보내.
523,2,사설학원에 다니는 학생은 소수다.
524,2,유치원에 다닐 때였다.
525,2,그곳에 가자.
526,2,방학해서 집에 가는거가."
527,2,대모벌은 그곳에 먹이를 내려놓는다.
528,2,"저 총각하고 교육청에 좀 갈려고요."
529,2,나는 빨리 과학실에 들어갔다.
530,2,-왜 공장에 가려고 했지?
531,2,영순이는 엉거주춤 다시 프레이저 옆에 앉았다.
532,2,아 왜 시청역엘 안 가?
533,2,작은아버지는 누나를 마루 위에 반듯이 눕혔다.
534,2,K는 소파에 앉았다.
535,2,분교장에 갖다 준단다.
536,2,밤의 숲에 가보았습니까?
537,2,어느새 교문에 들어갔다.
538,2,그래서 또 자리에 누워 있어야 했습니다.
539,2,내일은 약국에 가야겠다.
540,2,우리 일행은 모두 자리에 주저앉았다.
541,2,학교에 돌아오니 4시 반이더라.
542,2,모란공원에 간다.
543,2,저녁에 댁으로 찾아뵙겠습니다."
544,2,'읍에까지 같이 갈걸!
545,2,"동해에 갑니다."
546,2,어둑해질 무렵 경성역에 내렸다.
547,2,동수는 바닷가 모래 위에 털썩 주저앉았습니다.
548,2,호길은 시나브로 자리에 주저앉았다.
549,2,버스가 노루목 종점에 섰다.
550,2,그리고 점심시간이면 학교 뒷산에 올라갔다.
551,2,아저씨는 여전히 침대에 누웠다.
552,2,동창회 모임에도 전혀 나가지 않았다.
553,2,대학에 떨어져 봐라.
554,2,몰래 극장엘 가고 싶어한다.
555,2,"나 집에 못 들어가."
556,2,신부집에 도착하면 전안례를 올린다.
557,2,공항에나 갈까?
558,2,"아저씨 난 고향에 가고 싶어요.
559,2,「그럼 어서들 집에 가 봐.」
560,2,누님이 방에 들어가신다.
561,2," '이제 우리집에 가자.'
562,2,왜 여의도에 갔습니까?……
563,2,결국 대학에는 들어가지 못함.
564,2,어미가 거지차림으로 희망원에 찾아왔던 날.
565,2,자 이제 동물원에 다 왔다.
566,2,이곳에 도착하자 모두 인차에서 내렸다.
567,2,드디어 그 아이네 집에 이르렀습니다.
568,2,아화 학교의 분교장에 가 보았다.
569,2,우리 어머니는 선탄에 나가신다.
570,2,다음날은 일요일이어서 교회에 갔다.
571,2,윤 서방은 면사무소에까지 그를 따라왔다.
572,2,"여태까지 집에 안 갔어?"
573,2,빵에 가는 게 지긋지긋했지요.
574,2,하여튼 서울에 가고 싶어요.
575,2,"시장에 가셨어."
576,2,"서울에 가고 싶어요.
577,2,"서울에 언제 오셨습니까?"
578,2,"이 차에 가시오?"
579,2,나도 내일부터는 직장엘 나간다.
580,2,"병원에 가야 하지 않겠어요?"
581,2,그리고 그는 군대에 끌려간다.
582,2,"엄니 엄니 나 집에 갈라요."
583,2,"도서관에 자주 오나 봐요?"
584,2,집에 가자."
585,2,"아니야 요새는 단집에도 못 가요.
586,2,징검다리에 왔다.
587,2,왜 집에 돌아오지 않는 것일까?
588,2,엄마께서는 가끔 집에 오신다.
589,2,이제 그만 집에 가자."
590,2,"석순아 집에 가야지."
591,2,야트막한 산등성이가 시야에 들어왔다.
592,2,"언니 친정에 가셨어요."
593,2,미스 송은 창 밖에 눈길을 던졌다.
