Index,Label,Sentence
93,0,그녀는 마지막으로 식탁을 들여놓고 싶었다.
94,0,그것은 대통합의 신당으로 나타나야 한다.
95,0,선비 어머니는 의아한 눈으로 남편을 바라보았다.
96,0,그에게서 처음으로 우리의 이야기를 들었죠.
97,0,작품으로 <노점> <화장> 등이 있다.
98,0,흙으로 돌아가라
99,0,꿈은 비약적으로 전개되어 갔다.
100,0,이호재는 그냥 그런 이유로 무대를 지켰다.
101,0,석고색으로 우중충하게 흐렸다.
102,0,우리의 현실은 무지와 편견으로 가득차 있다.
103,0,그리고 과일은 양념으로 먹는 정도여야 한다.
104,0,그녀는 완전치 못한 발음으로 나지막이 중얼거렸다.
105,0,『적어도 내 느낌으로는 그랬습니다.
106,0,그가 처음으로 입을 열었다.
107,0,유기농법으로 같이 살자."
108,0,옛어른은 사람은 열십자로 생각하라고 하였다.
109,0,뭐라고 대답해야 할지 모르겠다는 표정으로.
110,0,"우린 간첩으로 여기 왔당게.
111,0,네덜란드를 합병하여 프랑스의 영토로 삼노라!”
112,0,우리나라 방방곡곡 지천으로 깔린 꽃이 아닌가.
113,0,상승했을 것으로 추정한 바 있다.
114,0,관현악이나 실내악 등 주로 합주용으로 쓰인다.
115,0,왕형사는 느긋한 자세로 담배를 피웠다.
116,0,투쟁은 종종 폭동으로 터진다.
117,0,"글쎄요 아마 쌍으로 팔렸을 거예요.
118,0,옛날에는 꽃을 말려 약으로 사용했다.
119,0,그 기자가 농조로 빈정댔다.
120,0,둘째 사람은 담담한 어조로 이렇게 말한다.
121,0,증산의 '배꼽'을 예로 들어보자.
122,0,포도 주스 포도로 만든 주스.
123,0,단순한 저항은 결국 대안으로 자리 잡지 못한다.
124,0,재료는 역시 포(布)로 한다.
125,0,간절한 얼굴로 수혜가 애원을 했다.
126,0,잼버리 수련장 시설로 가장 눈에 뜨이는 것은 모험장.
127,0,그와 함께 경제경보도 무월경보로 바뀌었다.
128,0,아예 반대로 해석해도 틀리지 않는다.
129,0,비밀로 해달라는 소리였다.
130,0,나는 그들의 기대를 한마디로 저버렸다.
131,0,황갈색의 반투명한 물질로 탄성이 약하다.
132,0,성적으로 무지하고 내숭떠는 여자를.
133,0,그때는 경이로운 눈으로 환호성을 올렸다.
134,0,모든 콜라는 똑같은 것으로 통용된다.
135,0,이것으로 모두 다인 것 같았다.
136,0,수필의 한 예로 편지를 들어보자.
137,0,그 이야기는 그걸로 끝내고 말았다.
138,0,밝은 목소리로 수혜가 대답했다.
139,0,진우는 반사적으로 석훈을 바라보았다.
140,0,그러나 현실은 폭력으로 가득 차 있다.
141,0,가르시아는 냉담한 어조로 잘라 말했다.
142,0,어머니는 꿈꾸는 듯한 목소리로 말했다.
143,0,절규로 울리고 있었다.
144,0,그러나 경과는 정반대로 나타났다.
145,0,사상 처음으로 향나무 씨앗도 가져갈 계획이다.
146,0,우리집 뒤란 울타리는 개나리로 되어 있었다.
147,0,이 일은 저쪽 재산관리계로 가셔야 하거든요.
148,0,아버지가 떨리는 소리로 말했다.
149,0,본능으로만 치달리고도 싶다.
150,0,그들은 잠옷 차림으로 이부자리에 들어 있었다.
151,0,애정 사랑이라는 허울좋은 이름으로.
152,0,그래서 박인환을 예로 들은 겁니다.
153,0,똘배는 거의 울음에 가까운 목소리로 말했습니다.
154,0,반대로 상향식 조절 방법도 있다.
155,0,역할 분담으로 어머니도 많이 편해지셨거든요.
156,0,대는 순색이며 깃봉은 금빛으로 한다.
157,0,우리 모두는 곧 흙으로 돌아갈 것이다.
158,0,내일 부활절 전야를 마지막으로 저는 이 방송을 그만둡니다.
159,0,승주는 좀 다른 목적으로 펜팔부에 들었다.
160,0,[식칼론]은 연작시로 되어 있습니다.
161,0,아아 나는 왜 여자로 태어났단 말인가.
162,0,그러므로 생명은 계단적으로 되어 있다.
163,0,볼보건설기계코리아는 접대비 지출이 까다롭기로 유명하다.
164,0,누군가 혼자말로 중얼거린다.
165,0,그 청바지 차림으로 먼저 떠오르는 배우가 제임스 딘이다.
166,0,6차전은 난타전이 될 것으로 전망한다.
167,0,(흥분한 목소리로) 드디어 나타났어!
168,0,모두들 진심으로 고마워하고 있어.
169,0,그의 목소리는 처음부터 울분으로 떨리고 있었다.
170,0,단 한번의 공격으로 적을 쓰러뜨려야 했다.
171,0,점 전체적으로 상당히 잘된 논술문이다.
172,0,한편 外換保有額도 빠른 속도로 감소하였다.
173,0,개념 정리와 학제적 협동을 필요로 한다.
174,0,미국 가면 영어로 편지할께."
175,0,하나의 독서하는 심경으로 나무를 읽는다.
176,0,관상용 열대어로 많이 기른다.
177,0,총무가 형식상으로 한 마디 했다.
178,0,한마디 던진 농담에 짐칸은 왁자지껄 웃음으로 가득하다.
179,0,봉래산 중국에서 가상적으로 지은 삼신산의 하나.
180,0,생각만으로 마음이 부푼다.
181,0,그런 경우 그것은 가설이라기보다는 이론으로 불린다.
182,0,그리곤 가시돋힌 목소리로 말했다.
183,0,따라서 '박동식박사'는 '박동식 박사'로 쓴다.
184,0,분위기는 이내 온정적으로 돌아간다.
185,0,우리 돈으로 6 조 원이 넘는다.
186,0,당신은 영생자로 남아 있었습니다.
187,0,금년의 중요한 변수는 명문대로 보여진다.
188,0,'이지선 쇼'로 사람들을 뒤집어 논 장본인.
189,0,교과서는 영어로 번역한 것을 쓴다.
190,0,물론 같은 민족으로 자랑스럽다.
191,0,민수가 못마땅한 얼굴로 혀를 빼쭉 내밀었습니다.
192,0,강당은 참으로 호화찬란한 꽃밭으로 변했습니다.
193,0,수소와 산소를 연료로 전기를 만드는 것이다.
194,0,화제는 어느새 여성 거리 흡연제로 넘어갔나 보다.
195,0,오랜만에 물국수를 점심으로 해먹었다.
196,0,그러나 그것은 단순한 귀양살이로 그치지 않았다.
197,0,--당신이 대책위원회 위원으로 뽑혔대요.
198,0,"마음가짐을 베트남 말로 뭐라고 하냐?"
199,0,"대부분 그래요(이구동성으로)."
200,0,빙긋이 웃는 얼굴로 동의한다.
201,0,현재 한서중학교는 공립으로 바뀌었다.
202,0,한 손으로 한쪽 눈을 억지로 벌리려 한다.
203,0,이런 제품으로는 486기종이 있다.
204,0,그런 각오로 실전처럼 써 보자.
205,0,이런 식으로 속살거렸다.
206,0,건석의 눈길이 반사적으로 공안들에게 향했다.
207,0,물론 그것으로 만사가 끝나는 것은 아니다.
208,0,수혜가 당황스런 표정으로 진우를 바라보았다.
209,0,=북한 책임으로 보고 있다.
210,0,사람들은 흔히 비타민을 피로 회복제로 알고 있다.
211,0,한상철 번역)로 무대에 올렸다.
212,0,물론 이 플러스 알파는 말로 설명할 수 없다.
213,0,물론 이 일장의 희극은 해피엔드로 끝났다.
214,0,최신 정보를 돈으로 주고받는 시대.
215,0,신효범은 30여분의 무대를 뮤지컬로 꾸밀 예정.
216,0,위험사회는 참여로 풀어야 한다.
217,0,수혜가 적잖이 존경스러운 시선으로 진우를 올려다봤다.
218,0,저의 교육적 신념으로 살아가게 해 주십시오.
219,0,그럼 다시 사범대 통폐합론으로 돌아가 보자.
220,0,예술가도 정치가 못지않게 도덕적으로 무장해야 한다.
221,0,관객의 동참이 영화 강국으로 키운다.
222,0,주부들의 지혜는 재활용으로 모아졌다.
223,0,할머니가 울음 섞인 소리로 말했다.
224,0,베트남어로 대답 좀 해주려고 했더니."
225,0,그 원인은 바로 여자로 보는 시각 때문이다.
226,0,대사를 그대로 노래로 부르는 것이 아니다.
227,0,녀석들의 인터뷰는 이것으로 끝났다.
228,0,저는 알몸인 채로 누워 있었습니다.
229,0,"이걸로 평가회는 일단 끝났어요.
230,0,1초의 외도 후 다비는 클레오파트라로 돌아왔다.
231,0,사람들의 동정은 완전히 혐오로 바뀌어 버렸다.
232,0,그것이 교통마비의 신호로 바뀌었기 때문이다.
233,0,"어 인간의 얼굴로 돌아왔네."
234,0,일생일대의 작품으로 알고 최선을 다하겠습니다"
235,0,Adolph(1941)의 실험을 예로 들어 본다.
236,0,처음에는 열심으로 반대도 하여 보았다.
237,0,가능하면 최소의 노력으로 최대의 효과를 얻어라.
238,0,페인트 도로 포장 의약품 등의 원료로 쓰인다.
239,0,그러나 '작전'은 실패로 돌아갔다.
240,0,서서히 정상 상태로 돌아 온다.
241,0,만능 스포츠맨으로 스키를 즐긴다.
242,0,나 육손이파 두목으로 찍힌 강병호란 인간이우.
243,0,그것들은 의미로 가득찬 자연물이었다.
244,0,그녀는 흥분으로 몸을 떨었다.
245,0,골목은 기역자로 꺾어져 있다.
246,0,여관 주인이 희한한 눈으로 나를 쳐다봤다.
247,0,병석이의 애정 생활사는 이런 식으로 막이 올랐다.
248,0,명란젓은 반으로 썬다.
249,0,죽바위는 산제터 혹은 도당터로 불리고 있다.
250,0,그는 건성으로 책을 뒤적였다.
251,0,넓은 신전의 내부는 소리와 빛으로 안내됩니다.
252,0,그러나 성태는 묵묵부답으로 앉아 있었다.
253,0,군사독재 하에서 작가들은 대부분 좌파로 돌아섰다.
254,0,이제 쟝의 얘기는 그것으로 끝난 일이었다.
255,0,가정경제는 바야흐로 성숙기로 접어든다.
256,0,미학으로 들어가자.
257,0,원칙으로 돌아갔다.
258,0,새롬이는 우울한 맘으로 집에 돌아왔다.
259,0,진정 '무관의 제왕'으로 긍지와 보람을 느낍니다.
260,0,과학의 법칙적 세계는 냉혹한 세계로 보인다.
261,0,다시 그릇으로 돌아가자.
262,0,이것이 전승의 성격으로 이어지는 전통색이다.
263,0,이때 해결사로 나선 사람이 바로 안문숙이었다.
264,0,재목은 가구재나 땔감으로 쓰인다.
265,0,그 도이미나가 사실은 문제의 인물로 떠올랐습니다.
266,0,그 말에 수혜가 반사적으로 뒤를 돌아다보았다.
267,0,결국 한은옥의 사랑은 불발로 끝나고 말았다.
268,0,그래서 해당 지역의 상징으로까지 여겨졌었다.
269,0,일찌감치 도백으로 꼽혀 왔다.
270,0,더구나 옛말로 하면 보릿고개 아닙니까.
271,0,현대의 화가로는 최욱경도 있어.
272,0,특별 사면은 행정 처분으로 행한다.
273,0,아이들을 통제의 대상으로 여기지 마라.'
274,0,"농산물 수입 개방 새 기술로 망해먹자!"
275,0,마을 전체를 상대로 혼자서 싸우고 있어.
276,0,감자건 쌀이건 모두 생걸로 먹는대요.
277,0,외모로는 틀림없는 백인이었다.
278,0,굳이 신경질적으로 가공할 필요가 없다.
279,0,외조부님은 당신을 적임자로 보신 거예요.
280,0,큰아이 문제로 염려를 끼친 것은 한없이 송구스럽다.
281,0,문학 작품으로 친다면 줄거리 요약이다.
282,0,더욱이 상업적 이해로 환산할 수 없다.
283,0,조용하고 상냥한 어조로 묻는다.
284,0,할머니를 어머님으로 모시려는 생각에서였죠.
285,0,그런 정인을 하영은 침묵으로 바라보고만 있다.
286,0,반대로 Y모 여자 아나운서는 키가 워낙 작다.
287,0,엉터리로 쓰지 않으려고요.
288,0,그럼 최신가요로 한 곡조 뽑아 봐."
289,0,해미가 떨리는 목소리로 말했다.
290,0,알뿌리는 약으로도 쓰인다.
291,0,범수는 만 15살의 나이로 세상을 떠났다.
292,0,아이들을 돈으로 보는 교장이다.
293,0,땅말벌 이야기로 되돌아가자.
294,0,과감히 다른 말로 바꾸자.
295,0,'모순'이란 말은 여러가지 뜻으로 쓰인다.
296,0,이런 생각으로 훈아는 머리가 어지러웠다.
297,0,주장을 예로 들어 보자.
298,0,나는 화가 잔뜩 난 목소리로 말했다.
299,0,그녀는 그것을 썩 다행으로 여겼다.
300,0,순식간에 극으로 밀려났다.
301,0,바람으로 돌아가라
302,0,한마디로 날카롭다.
303,0,정문 일대가 화염으로 뒤덮였다.
304,0,판서 대용으로 활용할 수도 있다.
305,0,이 조사 활동은 방과 후에 그룹별로 이뤄졌다.
306,0,아저씨는 그 소를 팔기로 한 것입니다.
307,0,성을 화제로 이야기하기를 꺼려하였다.
308,0,이 총의 총알은 무얼로 만들지?"
309,0,교회법 학자로 1294 년에 교황이 되었다.
310,0,부품의 대량생산으로 단가가 낮아집니다.
311,0,이틀 후 종손은 늠름한 모습으로 돌아왔다.
312,0,그 자세로 '작가 탐방'에 들어가자.
313,0,유력한 것으로 알려졌다.
314,0,그 결과로 공산주의는 허망하게 무너지고 말았다.
315,0,전임 호리에 행장은 영어로 회의를 했었다.
316,0,일찌감치 가문의 기둥으로 뽑혔다니까.
317,0,영어로 말을 했다.
318,0,그것으로 한국일보사가 주는 제23회 한국창작문학상 수상.
319,0,물가와 예산은 별개의 '실'로도 족하다.
320,0,"그럼 무슨 목적으로 월장을 했어?"
321,0,백세난작식자인으로 읽어야지.
322,0,수혜가 새침한 표정으로 진우를 올려다봤다.
323,0,진정 어린 얼굴로 말했다.
324,0,영어로 된 글에서도 마찬가지이다.
325,0,이젠 아찌 맘대로 하세요.
326,0,최 의원이 자신감 넘치는 목소리로 말했다.
327,0,물론 화폐 개혁조치로 성공한 경우도 있다.
328,0,사단법인 한국역술인협회 부회장 백운산씨의 도움말로 알아보았다.
329,0,헌데 이것은 가공할 무지로 인한 타살이다.
330,0,전 국토를 꽃밭으로 만들만한 양이다.
331,0,이 직종은 21세기의 유망직종으로 손꼽힌다.
332,0,이제 명동성당의 경관을 음미해 보기로 하자.
333,0,"그러면 여보게나 이제 앞서의 문제로 다시 돌아가세.
334,0,이것 또한 사고의 원인으로 꼽힌다.
335,0,경화는 신경질적으로 눈살을 잔뜩 찌푸렸다.
336,0,이중에서 선전 활동을 예로 들어 보겠다.
337,0,그럼 분명히 꼴찌로 붙었을 거야.
338,0,특히 공사를 준별하는 것을 미덕으로 알았다.
339,0,한마디로 운이 좋았다.
340,0,오히려 금과옥조로 모시고 있는 실정이다.
341,0,그의 목소리는 절망적으로 변했다.
342,0,「무신 심으로 살아갈꼬.」
343,0,기분좋게 그리고 적극적으로 칭찬하자.
344,0,내가 수고비로 데비생(오천원) 줄께.]
345,0,'추'는 근거로 삼는다는 말이다.
346,0,그는 단호한 표정으로 허리를 들썩였다.
347,0,어머니는 방금 전과는 딴판으로 길길이 뛰었다.
348,0,그 남자가 갑자기 날 필요로 했어.
349,0,이를 순 우리말로 해 보자는 것입니다.
350,0,무슨 일로 오셨어요?
351,0,우리는 이제 경제적으로 생존의 시대는 지났다.
352,0,그 다음에는 모둠별로 주제를 정하도록 한다.
353,0,그러나 음으로 읽으면 "국수 한 사발"이다.
354,0,이런 일들로 단체에서 눈치가 보인다.
355,0,오늘부터 짝귀가 기록으로 시찰났다.
356,0,궁여지책으로 "글을 참 잘 썼구나.
357,0,쉽게 말하면 영어로 'the beauty'지요.
358,0,기념으로 우리 한잔씩 하자."
359,0,그러나 식사보다는 술 위주로 분위기를 잡아 나간다.
360,0,흔히 군대의 야전 식량으로 쓰인다.
361,0,문화적 결벽은 약질로 만든다.
362,0,상품의 수요 공급이 합리적으로 이루어진다.
363,0,이들 몇 개는 지금도 동명으로 쓰이고 있다.
364,0,슬픈 어조로 그가 혼자 자문자답했다.
365,0,특히 건축과는 지난해에 최고로 높았다.
366,0,신문을 예로 들어 이야기해 보자.
367,0,문제를 문제로 느끼는 것은 자기 자신이다.
368,0,그리고 그녀는 발작적으로 웃음을 터뜨렸다.
369,0,조윤정은 압도적인 경기력으로 완승을 거뒀다.
370,0,똑같은 방식으로 아까 전보다는 능숙하게.
371,0,회 한 접시와 매운탕을 안주로 불렀다.
372,0,방외인이란 한마디로 세상을 등진 사람이다.
373,0,그는 기다리기로 결정했다.
374,0,이런 오뚝이 장난으론 속지 않을 거요."
375,0,한 잎씩 꽃은 흙으로 가네.
376,0,직접 본론으로 들어간다.
377,0,그러니 내가 곡식으로 차지하는 게여.
378,0,차들이 모두 거북이 걸음으로 기어갑니다.
379,0,사람이란 어둠으로 이루어진 존재라는 것을.
380,0,박해수가 폐가 된다는 얼굴로 말했다.
381,0,그러나 그 정도로는 민심이 가라앉지 않았다.
382,0,물론 권력으로 미는 것입지요.
383,0,"차차 의논해 보기로 하지."
384,0,동준이 억울한 표정으로 투덜거렸다.
385,0,글자로 시작하는 문장을 써보자.
386,0,청년은 흡족한 얼굴로 돌아갔다.
387,0,이번 콩쿠르 참가로 실망이 많았는데….
388,0,한문으로 된 4구체 가요이다.
389,0,그러나 강의는 아직 일본어로 해야 하는 형편이다.
390,0,다른 가게도 마찬가지로 문이 닫혀 있었다.
391,0,미셸 : 출세는 결과로 봐야 하는 거 아냐?
392,0,그는 노골적으로 모든 일에 불만을 터트렸다.
393,0,그는 약간 근심에 찬 목소리로 말했다.
394,0,"간통죄로는 사형까지 안 받습니다."
395,0,한우 가운데 제일로 쳐 주는 것은 암소다.
396,0,전을룡 씨가 두런두런한 말투로 입을 열었다.
397,0,이덕화는 1980년대에 스피드광으로 이름을 떨쳤었다.
398,0,먼저 사각형의 모서리 부분을 삼각형으로 자른다.
399,0,현지 사람들의 실제 증언을 토대로 한 장편소설.
400,0,동해안을 가까이 두고 있는 경주도 여행지로 인기.
401,0,그녀의 잠을 깨우지는 않을 정도로만.
402,0,암흑시만이 유일한 진실의 표현으로 보인다.
403,0,<나는 프리차드 박사의 견해를 쓰레기로 본다.
404,0,이승범 씨는 역시 스스로의 조바심으로 말문을 열었다.
405,0,"날 그런 놈으로 알았냐.
406,0,그러면 1945년 초의 한반도 상황으로 되돌아가 보자.
407,0,*'마법의 언어'로 쓴 근현대사 풍자
408,0,그런데 가운데 주인공들은 보통 남녀 합장으로 되어 있다.
409,0,다시 한번 진심으로 감사드려요."
410,0,여인은 애소하는 눈빛으로 노승을 올려다본다.
411,0,문원동 5통은 윗배랭이 마을로 불린다.
412,0,아버지는 나직하게 여러 말로 어머니께 일렀다.
413,0,포르투갈 경기에서 그는 놀라울 정도로 여유로웠다.
414,0,정신일도 하사불성(精神一到何事不成)이라는 자세로 나가야 한다.
415,0,파라오는 태양신의 아들로 여겨졌습니다.
416,0,사범 학교 국민 학교 교사 양성을 목적으로 하는 교육 기관.
417,0,담양이라면 아직도 누구나 죽제공의 명산지로 친다.
418,0,둘째는 여유 있은 마음으로 천천히 말해야 한다.
419,0,문화적인 차이로 봐야죠.
420,0,구수한 우리 문장으로 선보이고 싶었다.
421,0,그 대가로 미국의 앵커들은 비싸다.
422,0,교주는 의연한 자세로 고함을 질렀다.
423,0,그래두 꼬마 강이 댓금으로 준거요.]
424,0,김동원은 <한국의 로렌스 올리비에>로 불린다.
425,0,피부 미용을 집중적으로 배우고 싶습니다.
426,0,우리 문화재 하나하나를 생명체로 대하자.
427,0,나는 건성으로 고개를 끄덕거렸다.
428,0,박 사장은 중남미를 돌파구로 삼았다.
429,0,내일 아침에는 400원을 품값으로 주리라.
430,0,순경은 흥미없는 말투로 말했다.
431,0,사실 그는 친구들 사이에서 동정으로 통했다.
432,0,❷ 청바지를 롱스커트로 만든다.
433,0,그리고 제정신으로 돌아왔다.
434,0,모쪼록 성공적으로 잘 해야 한다.
435,0,홍수가 나게끔 의도적으로 말이야.
436,0,허나 기왕이면 우리말로 하자.
437,0,그들은 우리를 돈으로 보지 않는대."
438,0,그러나 참말로 이상한 일이 생겼습니다.
439,0,나의 주인이 못마땅한 소리로 중얼거렸다.
440,0,붓을 부챗살 모양으로 움직여 여러 번 칠한다.
441,0,선물로 드립니다."
442,0,"그 사람은 통장 액수로는 만족 못 하더라.
443,0,여기서 잠시 놀부박의 한 대목을 보기로 하자.
444,0,밥을 퍼먹으면서 공짜로요?
445,0,사람만이 자기 자신을 탐구의 대상으로 삼습니다.
446,0,노조원들과의 갈등으로 직장을 그만둠.
447,0,삼성 제품으로 구입가는 기억나지 않는다.
448,0,별님이는 어리둥절한 얼굴로 기름이를 보았습니다.
449,0,나는 그런 정도로만 쓰고 싶지 않다.
450,0,그런데 대부분의 현실은 혼란 상태로 놓여 있습니다.
451,0,비극은 이렇게 비극적으로 탄생했다.
452,0,삼현 육각 1) 무용 반주 음악으로 쓰이는 악기 편성법.
453,0,부채는 단순한 경제적 압박으로 끝나지 않는다.
454,0,반대로 과다하면 뼈가 약해진다.
455,0,불교에서는 제행무상이 기본적 입장으로 되어 있다.
456,0,제 느낌으로는 너무 허황한 것 같네요.
457,0,문제는 체력보강으로 끝나지 않았다.
458,0,아빠가 의아한 얼굴로 물었습니다.
459,0,모양도 듬직하게 사각형으로 되어 있다.
460,0,그 댓가로 이런 비참한 결과가 주어졌어.
461,0,그렇다고 하염없이 이런 식으로 '임!'이라고만
462,0,과거로 들어가는 문들투성이다."
463,0,밀가루를 급식용으로 6포대 받았다.
464,0,소형으로 암갈색에 조밀한 가로무늬가 있다.
465,0,죽사발로 만들어버려!
466,0,비는 진눈깨비로 변해가고 있었다.
467,0,또한 왼쪽은 아버지요 오른쪽 눈은 어머니로 본다.
468,0,이것을 살림과 교육의 밑천으로 삼자.'
469,0,이 때문에 언론은 흔히 공기로 불린다.
470,0,특별 감면조치 내용을 문답으로 풀어본다.
471,0,최이현 동지 진심으로 행운을 빕니다.
472,0,독방으로 하숙할 처지가 못되었던 것이다.
473,0,말미로 받아놓은 이틀은 차라리 고문이었다.
474,0,다가 하나로 뭉쳐지면 일체이다.
475,0,북한은 그때까지는 NPT 당사국으로 의무가 있습니다.
476,0,앉은뱅이로 만들리라.'
